mag,Family,Genus
CCH326_bin_with_2dai_data_bin.50,f__Anaerotignaceae,g__Anaerotignum
CCH326_bin_with_2dai_data_bin.7,f__Rikenellaceae,g__Avirikenella
CCH326_bin_with_2dai_data_bin.9,f__Coprobacillaceae,g__Thomasclavelia
CCH326_bin_with_3dai_data_bin.11,f__Bacteroidaceae,g__Phocaeicola
CCH326_bin_with_3dai_data_bin.13,f__Bacteroidaceae,g__Phocaeicola
CCH326_bin_with_3dai_data_bin.17,f__Fusobacteriaceae,g__Fusobacterium_A
CCH326_bin_with_3dai_data_bin.24,f__Butyricicoccaceae,g__SIG471
CCH326_bin_with_3dai_data_bin.25,f__Oscillospiraceae,g__Enterenecus
CCH326_bin_with_3dai_data_bin.5,f__Rs-D84,g__Enterousia
CCH328A_bin.1,f__Anaerotignaceae,g__Metalachnospira
CCH328A_bin.10,f__Ruminococcaceae,g__Gemmiger
CCH328A_bin.100,f__CAG-917,g__Limadaptatus
CCH328A_bin.11,f__CAG-274,g__Tyzzerella
CCH328A_bin.13,f__CAG-917,g__Limadaptatus
CCH328A_bin.15,f__Elusimicrobiaceae,g__UBA1436
CCH328A_bin.17,f__Marinifilaceae,g__Odoribacter
CCH328A_bin.21,f__Ruminococcaceae,g__Anaerofilum
CCH328A_bin.23,f__Mucispirillaceae,unknown
CCH328A_bin.30,f__UBA3700,g__Ornithoclostridium
CCH328A_bin.32,f__UBA3700,g__Ornithoclostridium
CCH328A_bin.33,f__Ruminococcaceae,g__Faecivivens
CCH328A_bin.37,f__Ruminococcaceae,g__Anaerofilum
CCH328A_bin.40,f__Mucispirillaceae,g__Mucispirillum
CCH328A_bin.43,f__Tannerellaceae,g__Parabacteroides
CCH328A_bin.45,f__Ruminococcaceae,g__Negativibacillus
CCH328A_bin.46,f__Ruminococcaceae,g__Faecalibacterium
CCH328A_bin.47,f__Gastranaerophilaceae,g__Scatenecus
CCH328A_bin.53,f__UBA3700,g__RACS-045
CCH328A_bin.54,f__Rikenellaceae,g__Alistipes
CCH328A_bin.55,f__Bacteroidaceae,g__Phocaeicola
CCH328A_bin.58,f__Bacteroidaceae,g__Phocaeicola
CCH328A_bin.60,f__Rs-D84,g__Enterousia
CCH328A_bin.61,f__UBA660,g__Faecenecus
CCH328A_bin.62,f__Tannerellaceae,g__Parabacteroides
CCH328A_bin.70,f__Lachnospiraceae,g__Lachnoclostridium_A
CCH328A_bin.72,f__Oscillospiraceae,g__Faecousia
CCH328A_bin.75,f__Gastranaerophilaceae,g__UMGS1585
CCH328A_bin.79,f__Paludibacteraceae,g__Gallipaludibacter
CCH328A_bin.80,f__Elusimicrobiaceae,g__UBA1436
CCH328A_bin.81,f__Tannerellaceae,g__Parabacteroides
CCH328A_bin.82,f__UBA3700,g__Ornithoclostridium
CCH328A_bin.85,f__Bacteroidaceae,g__Avibacteroides
CCH328A_bin.9,f__Ruminococcaceae,g__Avimicrobium
CCH328A_bin.90,f__UBA3700,g__Ornithoclostridium
CCH328A_bin.94,f__Oscillospiraceae,g__Lawsonibacter
CCH328A_bin.95,f__Bacteroidaceae,g__Prevotella
CCH328A_bin.96,f__Butyricicoccaceae,g__SIG471
CCH328_bin_with_2dai_data_bin.1,f__Ruminococcaceae,g__Anaerofilum
CCH328_bin_with_2dai_data_bin.100,f__UBA660,g__Faecenecus
CCH328_bin_with_2dai_data_bin.102,f__Acutalibacteraceae,g__Eubacterium_R
CCH328_bin_with_2dai_data_bin.104,f__CAG-917,g__Limadaptatus
CCH328_bin_with_2dai_data_bin.107,f__Anaerotignaceae,g__Metalachnospira
CCH328_bin_with_2dai_data_bin.108,f__UBA660,g__Aphodocola
CCH328_bin_with_2dai_data_bin.110,f__CAG-314,unknown
CCH328_bin_with_2dai_data_bin.112,f__Acutalibacteraceae,g__UMGS263
CCH328_bin_with_2dai_data_bin.113,f__Rikenellaceae,g__Alistipes
CCH328_bin_with_2dai_data_bin.114,f__Anaerovoracaceae,g__Gallibacter
CCH328_bin_with_2dai_data_bin.119,f__Succinivibrionaceae,g__Anaerobiospirillum
CCH328_bin_with_2dai_data_bin.12,f__Bacteroidaceae,g__43-108
CCH328_bin_with_2dai_data_bin.121,f__Tannerellaceae,g__Parabacteroides
CCH328_bin_with_2dai_data_bin.127,f__Lachnospiraceae,g__Avilachnospira
CCH328_bin_with_2dai_data_bin.128,f__CAG-917,g__Limadaptatus
CCH328_bin_with_2dai_data_bin.129,f__Erysipelotrichaceae,unknown
CCH328_bin_with_2dai_data_bin.131,f__CALXOJ01,g__CALXOJ01
CCH328_bin_with_2dai_data_bin.14,f__Rikenellaceae,g__Alistipes
CCH328_bin_with_2dai_data_bin.15,f__Butyricicoccaceae,g__SIG471
CCH328_bin_with_2dai_data_bin.16,f__Rikenellaceae,g__Alistipes_A
CCH328_bin_with_2dai_data_bin.2,f__UBA3700,g__RACS-045
CCH328_bin_with_2dai_data_bin.21,f__Elusimicrobiaceae,g__UBA1436
CCH328_bin_with_2dai_data_bin.25,f__Ruminococcaceae,g__Faecivivens
CCH328_bin_with_2dai_data_bin.27,f__Sphaerochaetaceae,g__Ornithospirochaeta
CCH328_bin_with_2dai_data_bin.29,f__Succinivibrionaceae,g__Anaerobiospirillum
CCH328_bin_with_2dai_data_bin.31,f__Lachnospiraceae,g__Merdisoma
CCH328_bin_with_2dai_data_bin.33,f__Succinivibrionaceae,g__Succinivibrio
CCH328_bin_with_2dai_data_bin.37,f__Rikenellaceae,g__Avirikenella
CCH328_bin_with_2dai_data_bin.39,f__CAG-917,g__Limadaptatus
CCH328_bin_with_2dai_data_bin.4,f__Oscillospiraceae,g__Pseudoscilispira
CCH328_bin_with_2dai_data_bin.41,f__Anaerotignaceae,g__Anaerotignum
CCH328_bin_with_2dai_data_bin.46,f__Butyricicoccaceae,g__Butyricicoccus
CCH328_bin_with_2dai_data_bin.48,f__Rikenellaceae,g__Alistipes
CCH328_bin_with_2dai_data_bin.49,f__UBA1242,g__CAKVOD01
CCH328_bin_with_2dai_data_bin.55,f__Anaerotignaceae,g__Anaerotignum
CCH328_bin_with_2dai_data_bin.59,f__Erysipelotrichaceae,g__Faecalitalea
CCH328_bin_with_2dai_data_bin.60,f__Coriobacteriaceae,g__Collinsella
CCH328_bin_with_2dai_data_bin.65,f__UBA932,g__Cryptobacteroides
CCH328_bin_with_2dai_data_bin.66,f__Rs-D84,g__Enterousia
CCH328_bin_with_2dai_data_bin.68,f__Rikenellaceae,g__Alistipes
CCH328_bin_with_2dai_data_bin.71,f__DTU072,g__CAG-1782
CCH328_bin_with_2dai_data_bin.76,f__Acidaminococcaceae,g__URXU01
CCH328_bin_with_2dai_data_bin.77,f__Acutalibacteraceae,g__Fimenecus
CCH328_bin_with_2dai_data_bin.80,f__Paludibacteraceae,g__Enterocola
CCH328_bin_with_2dai_data_bin.81,f__CAG-314,g__Limihabitans
CCH328_bin_with_2dai_data_bin.82,f__Rikenellaceae,g__Alistipes
CCH328_bin_with_2dai_data_bin.85,f__Coprobacillaceae,g__Thomasclavelia
CCH328_bin_with_2dai_data_bin.86,f__CAG-274,g__Tyzzerella
CCH328_bin_with_2dai_data_bin.9,f__Bacteroidaceae,g__Prevotella
CCH328_bin_with_2dai_data_bin.93,f__Mucispirillaceae,g__Mucispirillum
CCH328_bin_with_2dai_data_bin.99,f__Paludibacteraceae,g__Gallipaludibacter
CCH328_bin_with_3dai_data_bin.13,f__Fusobacteriaceae,g__Fusobacterium_A
CCH328_bin_with_3dai_data_bin.16,f__Rikenellaceae,g__Alistipes
CCH328_bin_with_3dai_data_bin.20,f__UBA3700,g__RACS-045
CCH328_bin_with_3dai_data_bin.34,f__Ruminococcaceae,g__RGIG3102
CCH328_bin_with_3dai_data_bin.36,f__Succinivibrionaceae,g__Succinatimonas
CCH328_bin_with_3dai_data_bin.38,f__Ruminococcaceae,g__Anaerofilum
CCH328_bin_with_3dai_data_bin.44,f__Tannerellaceae,g__Parabacteroides
CCH328_bin_with_3dai_data_bin.55,f__Oscillospiraceae,g__Lawsonibacter
CCH328_bin_with_3dai_data_bin.57,f__Oscillospiraceae,g__Avoscillospira_A
CCH57A_bin.10,f__Tannerellaceae,g__Parabacteroides
CCH57A_bin.15,f__RUG14156,g__Galligastranaerophilus_A
CCH57A_bin.18,f__Acutalibacteraceae,g__RGIG9287
CCH57A_bin.25,f__Acutalibacteraceae,g__Fimenecus
CCH57A_bin.26,f__Ruminococcaceae,g__Faecalibacterium
CCH57A_bin.27,f__Bacteroidaceae,g__Phocaeicola
CCH57A_bin.28,f__Paludibacteraceae,g__Gallipaludibacter
CCH57A_bin.29,f__Clostridiaceae,g__Clostridium
CCH57A_bin.30,f__CALXOJ01,g__CALXOJ01
CCH57A_bin.32,f__Ruminococcaceae,g__Faecalibacterium
CCH57A_bin.37,f__CAG-917,g__Limadaptatus
CCH57A_bin.42,f__Tannerellaceae,g__Parabacteroides
CCH57A_bin.51,f__Acutalibacteraceae,g__Limousia
CCH57A_bin.52,f__Gastranaerophilaceae,g__Limenecus
CCH57A_bin.54,f__Elusimicrobiaceae,g__UBA1436
CCH57A_bin.63,f__CAG-917,g__Limadaptatus
CCH57A_bin.64,f__Bacteroidaceae,g__Avibacteroides
CCH57A_bin.67,f__UBA932,g__CALUPD01
CCH57A_bin.71,f__Selenomonadaceae,g__Megamonas
CCH57A_bin.72,f__Tannerellaceae,g__Parabacteroides
CCH57A_bin.73,f__Muribaculaceae,g__Limisoma
CCH57A_bin.8,f__CAG-508,g__Scatovivens
CCH57_bin_with_2dai_data_bin.14,f__Oscillospiraceae,g__Avoscillospira
CCH57_bin_with_2dai_data_bin.15,f__Oscillospiraceae,g__Faecousia
CCH57_bin_with_2dai_data_bin.17,f__Bacteroidaceae,g__Prevotella
CCH57_bin_with_2dai_data_bin.18,f__Lachnospiraceae,g__Egerieimonas_A
CCH57_bin_with_2dai_data_bin.2,f__Ruminococcaceae,g__Anaerofilum
CCH57_bin_with_2dai_data_bin.23,f__Butyricicoccaceae,g__Agathobaculum
CCH57_bin_with_2dai_data_bin.24,f__UBA3700,g__RACS-045
CCH57_bin_with_2dai_data_bin.3,f__Acutalibacteraceae,unknown
CCH57_bin_with_2dai_data_bin.34,f__UBA3700,g__Ornithoclostridium
CCH57_bin_with_2dai_data_bin.37,f__Acidaminococcaceae,g__URXU01
CCH57_bin_with_2dai_data_bin.39,f__Rikenellaceae,g__Avirikenella
CCH57_bin_with_2dai_data_bin.4,f__Oscillospiraceae,g__Avoscillospira_A
CCH57_bin_with_2dai_data_bin.45,f__Pasteurellaceae,g__Gallibacterium
CCH57_bin_with_2dai_data_bin.46,f__Ruminococcaceae,g__Negativibacillus
CCH57_bin_with_2dai_data_bin.49,f__Mucispirillaceae,g__Mucispirillum
CCH57_bin_with_2dai_data_bin.5,f__Clostridiaceae,g__Clostridium
CCH57_bin_with_2dai_data_bin.51,f__Acutalibacteraceae,g__Heritagella
CCH57_bin_with_2dai_data_bin.53,f__Acutalibacteraceae,g__UMGS263
CCH57_bin_with_2dai_data_bin.56,f__Elusimicrobiaceae,g__UBA1436
CCH57_bin_with_2dai_data_bin.60,f__Bacteroidaceae,g__Phocaeicola
CCH57_bin_with_2dai_data_bin.64,f__Brachyspiraceae,g__Brachyspira
CCH57_bin_with_2dai_data_bin.66,f__Bacteroidaceae,g__Phocaeicola
CCH57_bin_with_2dai_data_bin.67,f__Rs-D84,g__Enterousia
CCH57_bin_with_2dai_data_bin.70,f__Bacteroidaceae,g__Phocaeicola
CCH57_bin_with_2dai_data_bin.71,f__Peptostreptococcaceae,g__Peptacetobacter
CCH57_bin_with_2dai_data_bin.72,f__Oscillospiraceae,g__Pseudoflavonifractor_A
CCH57_bin_with_2dai_data_bin.74,f__Acutalibacteraceae,g__Limousia
CCH57_bin_with_2dai_data_bin.75,f__RUG14156,g__Galligastranaerophilus_A
CCH57_bin_with_2dai_data_bin.76,f__Bacteroidaceae,g__Phocaeicola
CCH57_bin_with_2dai_data_bin.79,f__UBA932,g__Cryptobacteroides
CCH57_bin_with_2dai_data_bin.80,f__Pasteurellaceae,g__Gallibacterium
CCH57_bin_with_2dai_data_bin.86,f__CAG-239,g__HGM16780
CCH57_bin_with_2dai_data_bin.92,f__UBA932,g__Merdivivens
CCH57_bin_with_2dai_data_bin.95,f__Coprobacillaceae,g__Thomasclavelia
CCH57_bin_with_3dai_data_bin.12,f__Megasphaeraceae,g__Megasphaera
CCH57_bin_with_3dai_data_bin.20,f__Rs-D84,g__Enterousia
CCH57_bin_with_3dai_data_bin.21,f__UBA932,g__Cryptobacteroides
CCH57_bin_with_3dai_data_bin.22,f__Bacteroidaceae,g__Phocaeicola
CCH57_bin_with_3dai_data_bin.26,f__Nanosyncoccaceae,g__UBA2834
CCH57_bin_with_3dai_data_bin.29,f__Treponemataceae,g__Gallitreponema
CCH57_bin_with_3dai_data_bin.33,f__Succinivibrionaceae,g__Anaerobiospirillum
CCH57_bin_with_3dai_data_bin.41,f__Selenomonadaceae,g__Megamonas
CCH57_bin_with_3dai_data_bin.45,f__Butyricicoccaceae,g__Butyricicoccus
CCS15B_bin.1,f__Bacteroidaceae,g__Phocaeicola
CCS15B_bin.10,f__Acutalibacteraceae,g__Eubacterium_R
CCS15B_bin.11,f__Butyricicoccaceae,g__Agathobaculum
CCS15B_bin.12,f__Acutalibacteraceae,g__UBA1417
CCS15B_bin.14,f__Oscillospiraceae,g__Avoscillospira
CCS15B_bin.17,f__Lachnospiraceae,g__Choladocola
CCS15B_bin.18,f__Acutalibacteraceae,g__Fimenecus
CCS15B_bin.19,f__Brachyspiraceae,g__Brachyspira
CCS15B_bin.2,f__Bacteroidaceae,g__Phocaeicola
CCS15B_bin.20,f__UBA660,g__Faecimonas
CCS15B_bin.22,f__Coprobacillaceae,g__Thomasclavelia
CCS15B_bin.24,f__RUG14156,g__Galligastranaerophilus_A
CCS15B_bin.27,f__Desulfovibrionaceae,g__Desulfovibrio
CCS15B_bin.28,f__Oscillospiraceae,g__Scatomorpha
CCS15B_bin.29,f__Lachnospiraceae,g__Merdisoma
CCS15B_bin.3,f__UBA660,g__Coprosoma
CCS15B_bin.31,f__DTU072,g__CAG-1782
CCS15B_bin.32,f__Ruminococcaceae,g__Faecalibacterium
CCS15B_bin.33,f__CALXOJ01,g__CALXOJ01
CCS15B_bin.34,f__UBA660,g__RUG12867
CCS15B_bin.38,f__UBA1242,g__CAKVOD01
CCS15B_bin.4,f__Bacteroidaceae,g__Phocaeicola
CCS15B_bin.6,f__Ruminococcaceae,g__JAFBIO01
CCS15B_bin.7,f__Selenomonadaceae,g__Megamonas
CCS15B_bin.9,f__UBA660,g__Aphodocola
CCS16B_bin.1,f__Desulfovibrionaceae,g__Desulfovibrio
CCS16B_bin.10,f__Lachnospiraceae,g__Enterocloster
CCS16B_bin.11,f__Anaerovoracaceae,g__Gallibacter
CCS16B_bin.12,f__Ruminococcaceae,g__UBA3818
CCS16B_bin.14,f__Ruminococcaceae,g__Faecivivens
CCS16B_bin.16,f__Peptostreptococcaceae,g__Peptacetobacter
CCS16B_bin.17,f__Bacteroidaceae,g__Phocaeicola
CCS16B_bin.19,f__Eubacteriaceae,g__Eubacterium
CCS16B_bin.2,f__Lachnospiraceae,g__Mediterraneibacter
CCS16B_bin.20,f__Lachnospiraceae,g__Avilachnospira
CCS16B_bin.21,f__Lachnospiraceae,g__Avilachnospira
CCS16B_bin.23,f__Lachnospiraceae,g__Mediterraneibacter
CCS16B_bin.24,f__Acutalibacteraceae,g__UBA1081
CCS16B_bin.25,f__Atopobiaceae,g__Thermophilibacter
CCS16B_bin.26,f__Lachnospiraceae,g__Sellimonas
CCS16B_bin.27,f__Acutalibacteraceae,g__UMGS263
CCS16B_bin.28,f__Acutalibacteraceae,g__Eubacterium_R
CCS16B_bin.29,f__Ruminococcaceae,g__Faecalibacterium
CCS16B_bin.3,f__Lachnospiraceae,g__Mediterraneibacter
CCS16B_bin.30,f__Rikenellaceae,g__Alistipes_A
CCS16B_bin.31,f__UBA660,g__Coprosoma
CCS16B_bin.33,f__Ruminococcaceae,g__Gemmiger
CCS16B_bin.34,f__Lachnospiraceae,g__Fusicatenibacter
CCS16B_bin.35,f__Acutalibacteraceae,g__Ruminococcus_E
CCS16B_bin.36,f__Desulfovibrionaceae,g__Desulfovibrio
CCS16B_bin.38,f__Lachnospiraceae,g__Merdisoma
CCS16B_bin.39,f__Lachnospiraceae,g__Enterocloster
CCS16B_bin.41,f__Coriobacteriaceae,g__Coprousia
CCS16B_bin.42,f__Eggerthellaceae,g__Aveggerthella
CCS16B_bin.43,f__Desulfovibrionaceae,g__Desulfovibrio
CCS16B_bin.44,f__UBA660,g__Caccenecus
CCS16B_bin.46,f__Atopobiaceae,g__Thermophilibacter
CCS16B_bin.47,f__Coriobacteriaceae,g__Collinsella
CCS16B_bin.48,f__Lachnospiraceae,g__Lachnoclostridium_A
CCS16B_bin.49,f__Mucispirillaceae,g__Mucispirillum
CCS16B_bin.5,f__Lachnospiraceae,g__Merdimonas
CCS16B_bin.50,f__Lachnospiraceae,g__Lachnoclostridium_B
CCS16B_bin.51,f__Erysipelotrichaceae,g__Bulleidia
CCS16B_bin.52,f__CAG-508,g__CAG-273
CCS16B_bin.53,f__Lachnospiraceae,g__Clostridium_Q
CCS16B_bin.54,f__Oscillospiraceae,g__Enterenecus
CCS16B_bin.55,f__Eggerthellaceae,g__Aveggerthella
CCS16B_bin.56,f__Oscillospiraceae,g__Scatomorpha
CCS16B_bin.58,f__Coriobacteriaceae,unknown
CCS16B_bin.59,f__Lachnospiraceae,g__Merdimonas
CCS16B_bin.60,f__Anaerovoracaceae,g__Avanaerovorax
CCS16B_bin.61,f__Lachnospiraceae,g__Enterocloster
CCS16B_bin.62,f__Erysipelotrichaceae,g__Faecalitalea
CCS16B_bin.63,f__Ruminococcaceae,g__Gemmiger
CCS16B_bin.64,f__Lachnospiraceae,g__Copromonas
CCS16B_bin.66,f__CAG-508,g__CAG-273
CCS16B_bin.67,f__UBA660,g__Aphodocola
CCS16B_bin.68,f__Ruminococcaceae,g__Fournierella
CCS16B_bin.69,f__Lachnospiraceae,g__Sellimonas
CCS16B_bin.7,f__Lachnospiraceae,g__Blautia
CCS16B_bin.70,f__Coriobacteriaceae,g__Enorma
CCS16B_bin.71,f__Acutalibacteraceae,g__Anaeromassilibacillus
CCS16B_bin.72,f__Coprobacillaceae,g__Thomasclavelia
CCS16B_bin.73,f__UBA660,g__UMGS2016
CCS16B_bin.74,f__Atopobiaceae,g__Thermophilibacter
CCS16B_bin.75,f__Lachnospiraceae,g__Mediterraneibacter
CCS16B_bin.76,f__Erysipelotrichaceae,g__CALVGN01
CCS16B_bin.77,f__Acutalibacteraceae,g__Fimenecus
CCS16B_bin.78,f__Lachnospiraceae,g__Lachnoclostridium_B
CCS16B_bin.8,f__Butyricicoccaceae,g__SIG471
CCS16B_bin.80,f__Acutalibacteraceae,g__Fimenecus
CCS16B_bin.81,f__Peptococcaceae,g__UMGS1590
CCS16B_bin.9,f__Lachnospiraceae,g__Avilachnospira
CCS17A_bin.1,f__Oscillospiraceae,g__Avoscillospira
CCS17A_bin.10,f__Barnesiellaceae,g__Barnesiella
CCS17A_bin.11,f__UBA3700,g__Ornithoclostridium
CCS17A_bin.12,f__Bacteroidaceae,g__Phocaeicola
CCS17A_bin.13,f__UBA660,g__Aphodocola
CCS17A_bin.14,f__Bacteroidaceae,g__Phocaeicola
CCS17A_bin.16,f__Acutalibacteraceae,g__Limousia
CCS17A_bin.18,f__Brachyspiraceae,g__Brachyspira
CCS17A_bin.2,f__Acutalibacteraceae,g__RGIG9287
CCS17A_bin.21,f__Desulfovibrionaceae,g__Desulfovibrio
CCS17A_bin.25,f__UBA932,g__Cryptobacteroides
CCS17A_bin.28,f__CAG-239,g__Scatacola_A
CCS17A_bin.29,f__Tannerellaceae,g__Parabacteroides
CCS17A_bin.30,f__DTU072,g__CAG-1782
CCS17A_bin.31,f__CAG-917,g__Limadaptatus
CCS17A_bin.33,f__Oscillospiraceae,g__Lawsonibacter
CCS17A_bin.35,f__Desulfovibrionaceae,g__Desulfovibrio
CCS17A_bin.36,f__Acidaminococcaceae,g__CAG-266
CCS17A_bin.37,f__Fusobacteriaceae,g__Fusobacterium_A
CCS17A_bin.38,f__Bacteroidaceae,g__Mediterranea
CCS17A_bin.39,f__CAG-508,g__CAG-793
CCS17A_bin.4,f__Acutalibacteraceae,g__RGIG9287
CCS17A_bin.40,f__Acutalibacteraceae,g__Fimenecus
CCS17A_bin.41,f__UBA932,g__Merdivivens
CCS17A_bin.42,f__CALXOJ01,g__CALXOJ01
CCS17A_bin.43,f__Muribaculaceae,g__Limisoma
CCS17A_bin.44,f__Bacteroidaceae,g__Prevotella
CCS17A_bin.45,f__Treponemataceae,g__DXHG01
CCS17A_bin.47,f__Muribaculaceae,g__Limisoma
CCS17A_bin.48,f__Megasphaeraceae,g__Megasphaera
CCS17A_bin.49,f__Acutalibacteraceae,g__Heritagella
CCS17A_bin.5,f__Elusimicrobiaceae,g__UBA1436
CCS17A_bin.51,f__Succinivibrionaceae,g__Succinatimonas
CCS17A_bin.53,f__Bacteroidaceae,g__Paraprevotella
CCS17A_bin.56,f__Bacteroidaceae,g__Phocaeicola
CCS17A_bin.57,f__Bacteroidaceae,g__Paraprevotella
CCS17A_bin.6,f__Rikenellaceae,g__Rikenella
CCS17A_bin.8,f__Bacteroidaceae,g__Phocaeicola
CCS17A_bin.9,f__UBA3700,g__RACS-045
CCS18A_bin.10,f__Oscillospiraceae,g__Dysosmobacter
CCS18A_bin.11,f__CAG-239,g__CAJLXD01
CCS18A_bin.12,f__Ruminococcaceae,g__Avimicrobium
CCS18A_bin.13,f__Bacteroidaceae,g__UBA6398
CCS18A_bin.14,f__Muribaculaceae,g__Limisoma
CCS18A_bin.15,f__UBA932,g__Cryptobacteroides
CCS18A_bin.16,f__Lachnospiraceae,g__Mediterraneibacter
CCS18A_bin.17,f__Bacteroidaceae,g__Paraprevotella
CCS18A_bin.18,f__Lachnospiraceae,g__Lachnoclostridium_A
CCS18A_bin.19,f__Coprobacillaceae,g__Fimiplasma
CCS18A_bin.2,f__Lachnospiraceae,g__Mediterraneibacter
CCS18A_bin.20,f__Tannerellaceae,g__Parabacteroides
CCS18A_bin.21,f__UBA932,g__Merdivivens
CCS18A_bin.22,f__Mucispirillaceae,unknown
CCS18A_bin.24,f__Bacteroidaceae,g__Phocaeicola
CCS18A_bin.25,f__Sphaerochaetaceae,g__Ornithospirochaeta
CCS18A_bin.26,f__UBA1242,g__UBA5893
CCS18A_bin.27,f__CAG-917,g__Limadaptatus
CCS18A_bin.30,f__Acutalibacteraceae,g__Ruminococcus_E
CCS18A_bin.32,f__Ruminococcaceae,g__Faecalibacterium
CCS18A_bin.34,f__Helicobacteraceae,g__Helicobacter_H
CCS18A_bin.36,f__Lachnospiraceae,g__Sellimonas
CCS18A_bin.37,f__Rs-D84,g__Enterousia
CCS18A_bin.38,f__Bacteroidaceae,g__Avibacteroides
CCS18A_bin.4,f__DTU072,g__CAG-1782
CCS18A_bin.40,f__Ruminococcaceae,g__Gemmiger
CCS18A_bin.41,f__Desulfovibrionaceae,g__Desulfovibrio
CCS18A_bin.42,f__Mucispirillaceae,g__Mucispirillum
CCS18A_bin.43,f__Ruminococcaceae,g__Faecalibacterium
CCS18A_bin.44,f__Acutalibacteraceae,g__Limousia
CCS18A_bin.45,f__Bacteroidaceae,g__Phocaeicola
CCS18A_bin.46,f__Tannerellaceae,g__Parabacteroides
CCS18A_bin.47,f__Lachnospiraceae,g__Egerieimonas_A
CCS18A_bin.48,f__Oscillospiraceae,g__Avoscillospira
CCS18A_bin.49,f__CAG-508,g__CAG-269
CCS18A_bin.50,f__UBA11471,g__UBA11471
CCS18A_bin.51,f__Bacteroidaceae,g__Phocaeicola
CCS18A_bin.52,f__Gastranaerophilaceae,g__CALURL01
CCS18A_bin.53,f__Megasphaeraceae,g__Megasphaera
CCS18A_bin.54,f__Ruminococcaceae,g__Faecalibacterium
CCS18A_bin.56,f__UBA660,g__Coprosoma
CCS18A_bin.57,f__Rikenellaceae,g__Alistipes
CCS18A_bin.58,f__Bacteroidaceae,g__43-108
CCS18A_bin.59,f__Ruminococcaceae,g__Anaerofilum
CCS18A_bin.6,f__Rikenellaceae,g__Alistipes
CCS18A_bin.60,f__Marinifilaceae,g__Odoribacter
CCS18A_bin.64,f__Atopobiaceae,g__Thermophilibacter
CCS18A_bin.65,f__RUG14156,g__Galligastranaerophilus
CCS18A_bin.67,f__Oscillospiraceae,g__Enterenecus
CCS18A_bin.69,f__Bacteroidaceae,g__Avibacteroides
CCS18A_bin.7,f__Dialisteraceae,g__Dialister
CCS18A_bin.71,f__CAG-314,unknown
CCS18A_bin.73,f__Erysipelotrichaceae,g__Faecalitalea
CCS18A_bin.74,f__Bacteroidaceae,g__Phocaeicola
CCS18A_bin.75,f__Bacteroidaceae,g__Phocaeicola
CCS18A_bin.76,f__Bacteroidaceae,g__Phocaeicola
CCS18A_bin.77,f__Acutalibacteraceae,g__Eubacterium_R
CCS18A_bin.78,f__Enterobacteriaceae,g__Escherichia
CCS18A_bin.79,f__Selenomonadaceae,g__Megamonas
CCS18A_bin.8,f__Muribaculaceae,g__Limisoma
CCS18A_bin.9,f__CAG-239,g__Scatocola
CCS19A_bin.1,f__Acidaminococcaceae,g__CAG-266
CCS19A_bin.10,f__Bacteroidaceae,g__Prevotella
CCS19A_bin.11,f__Anaerotignaceae,g__Metalachnospira
CCS19A_bin.12,f__UBA3700,g__Ornithoclostridium
CCS19A_bin.13,f__CAG-508,g__CAG-269
CCS19A_bin.14,f__UBA660,g__RUG12867
CCS19A_bin.18,f__Oscillospiraceae,g__Avoscillospira_A
CCS19A_bin.19,f__Oscillospiraceae,g__Faecousia
CCS19A_bin.21,f__Rs-D84,g__Enterousia
CCS19A_bin.22,f__Bacteroidaceae,g__Mediterranea
CCS19A_bin.24,f__Rikenellaceae,g__Alistipes
CCS19A_bin.25,f__Tannerellaceae,g__Parabacteroides
CCS19A_bin.30,f__Rikenellaceae,g__Alistipes
CCS19A_bin.32,f__Ruminococcaceae,g__Avimicrobium
CCS19A_bin.33,f__Ruminococcaceae,g__Faecalibacterium
CCS19A_bin.34,f__Bacteroidaceae,g__Phocaeicola
CCS19A_bin.35,f__Paludibacteraceae,g__Gallipaludibacter
CCS19A_bin.36,f__Muribaculaceae,g__Limisoma
CCS19A_bin.37,f__Bacteroidaceae,g__Phocaeicola
CCS19A_bin.38,f__Coprobacillaceae,g__Fimiplasma
CCS19A_bin.39,f__Bacteroidaceae,g__Prevotella
CCS19A_bin.4,f__Ruminococcaceae,g__Faecalibacterium
CCS19A_bin.41,f__UBA660,g__Faecimonas
CCS19A_bin.42,f__Bacteroidaceae,g__Avibacteroides
CCS19A_bin.46,f__Mucispirillaceae,g__Mucispirillum
CCS19A_bin.47,f__Acutalibacteraceae,g__CAG-217
CCS19A_bin.48,f__Fusobacteriaceae,g__Fusobacterium_A
CCS19A_bin.49,f__Brachyspiraceae,g__Brachyspira
CCS19A_bin.50,f__Gastranaerophilaceae,g__UMGS1585
CCS19A_bin.53,f__Tannerellaceae,g__Parabacteroides
CCS19A_bin.55,f__Erysipelotrichaceae,g__CALVGN01
CCS19A_bin.56,f__Ruminococcaceae,g__Anaerofilum
CCS19A_bin.58,f__Lachnospiraceae,g__Blautia_A
CCS19A_bin.59,f__UBA3700,g__RACS-045
CCS19A_bin.6,f__Brachyspiraceae,g__Brachyspira
CCS19A_bin.60,f__Anaerotignaceae,g__Anaerotignum
CCS19A_bin.61,f__Acutalibacteraceae,g__Fimenecus
CCS19A_bin.62,f__Bacteroidaceae,g__Avibacteroides
