ARG_type,Renamed_Drug_Class,Kingdom,Phylum,phylum_without_unknown,Class,Order,Family,Genus,genus_without_unknown,Species,orf_count
vanYB,glycopeptide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Flavonifractor,g_Flavonifractor,s_Flavonifractor sp. An112,31
vanYB,glycopeptide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Lachnoclostridium,g_Lachnoclostridium,s_Lachnoclostridium sp. An169,31
ErmX,multidrug,k_Bacteria,p_Actinobacteria,p_Actinobacteria,c_Actinomycetia,o_Bifidobacteriales,f_Bifidobacteriaceae,g_Bifidobacterium,g_Bifidobacterium,s_Bifidobacterium longum,30
QnrS1,fluoroquinolone,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Klebsiella,g_Klebsiella,s_Klebsiella pneumoniae,30
Vibrio anguillarum chloramphenicol acetyltransferase,phenicol,k_Bacteria,p_unknown,Other,c_unknown,o_unknown,f_unknown,g_unknown,Other,s_uncultured bacterium,30
tet(M),tetracycline,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Epsilonproteobacteria,o_Campylobacterales,f_Campylobacteraceae,g_Campylobacter,g_Campylobacter,s_Campylobacter jejuni,30
vanTC,glycopeptide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Enterococcaceae,g_Enterococcus,g_Enterococcus,s_Enterococcus casseliflavus,30
vanYA,glycopeptide,k_Bacteria,p_Tenericutes,p_Tenericutes,c_Mollicutes,o_Mycoplasmatales,f_Mycoplasmataceae,g_Mycoplasma,g_Mycoplasma,NA,30
AAC(3)-IIc,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Klebsiella,g_Klebsiella,NA,29
AAC(6')-Ia,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,NA,NA,NA,Other,NA,29
ACI-1,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Negativicutes,NA,NA,NA,Other,NA,29
catA8,phenicol,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Pasteurellales,f_Pasteurellaceae,g_Glaesserella,g_Glaesserella,s_Glaesserella parasuis,29
dfrA14,diaminopyrimidine,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Klebsiella,g_Klebsiella,s_Klebsiella pneumoniae,29
lnuC,lincosamide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Lactobacillaceae,g_Ligilactobacillus,g_Ligilactobacillus,s_Ligilactobacillus animalis,29
msr(G),multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Bacillales,f_Bacillaceae,NA,Other,NA,29
tet(32),tetracycline,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_unknown,Other,s_Lachnospiraceae bacterium OM04-12BH,29
tet(44),tetracycline,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Epsilonproteobacteria,o_Campylobacterales,f_Campylobacteraceae,g_Campylobacter,g_Campylobacter,s_Campylobacter fetus,29
tet(S),tetracycline,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Enterococcaceae,g_Enterococcus,g_Enterococcus,NA,29
APH(2'')-Ig,aminoglycoside,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Ruthenibacterium,g_Ruthenibacterium,s_Ruthenibacterium lactatiformans,28
Helicobacter pylori rpoB mutation conferring resistance to rifampicin,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Epsilonproteobacteria,o_Campylobacterales,f_Helicobacteraceae,g_Helicobacter,g_Helicobacter,NA,28
Klebsiella pneumoniae KpnE,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,NA,Other,NA,28
catII from Escherichia coli K-12,phenicol,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,NA,NA,NA,Other,NA,28
npmA,aminoglycoside,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Clostridiaceae,g_Clostridium,g_Clostridium,s_Clostridium sp. AM22-11AC,28
tet(45),tetracycline,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Enterococcaceae,g_Enterococcus,g_Enterococcus,s_Enterococcus faecalis,28
tet(O),tetracycline,k_Bacteria,p_unknown,Other,c_unknown,o_unknown,f_unknown,g_unknown,Other,s_uncultured bacterium,28
vanG,glycopeptide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_unknown,g_Gemmiger,g_Gemmiger,s_Gemmiger sp. An194,28
Vibrio anguillarum chloramphenicol acetyltransferase,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Streptococcaceae,g_Streptococcus,g_Streptococcus,s_Streptococcus suis,27
tet(32),tetracycline,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Erysipelotrichia,o_Erysipelotrichales,f_Erysipelotrichaceae,g_Holdemania,g_Holdemania,s_uncultured Holdemania sp.,27
tet(W/N/W),tetracycline,k_Bacteria,p_unknown,Other,c_unknown,o_unknown,f_unknown,g_unknown,Other,s_uncultured bacterium Contig1625,27
APH(6)-Id,aminoglycoside,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides fragilis,26
CTX-M-55,cephalosporin,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,g_Escherichia,s_Escherichia coli,26
Vibrio anguillarum chloramphenicol acetyltransferase,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Eubacteriaceae,g_Eubacterium,g_Eubacterium,s_Eubacterium callanderi,26
tetB(P),tetracycline,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Peptostreptococcaceae,g_Paeniclostridium,g_Paeniclostridium,s_Paeniclostridium sordellii,26
vanYG,glycopeptide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Eubacteriaceae,g_Eubacterium,g_Eubacterium,s_Eubacterium sp. 14-2,26
ErmG,multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides caccae,25
Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Klebsiella,g_Klebsiella,s_Klebsiella pneumoniae,25
catB8,phenicol,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,NA,NA,NA,Other,NA,25
eptB,peptide,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Klebsiella,g_Klebsiella,s_Klebsiella pneumoniae,25
marA,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Klebsiella,g_Klebsiella,s_Klebsiella pneumoniae,25
msbA,nitroimidazole,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Pectobacteriaceae,g_Dickeya,g_Dickeya,s_Dickeya aquatica,25
salC,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Bacillales,f_Staphylococcaceae,g_Mammaliicoccus,g_Mammaliicoccus,s_Mammaliicoccus sciuri,25
tet(W),tetracycline,k_unknown,p_unknown,Other,c_unknown,o_unknown,f_unknown,g_unknown,Other,s_uncultured organism,25
ArnT,peptide,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,NA,Other,NA,24
Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Pasteurellales,f_Pasteurellaceae,g_Gallibacterium,g_Gallibacterium,s_Gallibacterium salpingitidis,24
Klebsiella pneumoniae KpnH,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,g_Escherichia,s_Escherichia coli,24
Klebsiella pneumoniae KpnH,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Klebsiella,g_Klebsiella,s_Klebsiella pneumoniae,24
Mef(En2),multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides caecigallinarum,24
cepA,cephalosporin,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides fragilis,24
oqxA,multidrug,k_Bacteria,NA,Other,NA,NA,NA,NA,Other,NA,24
tet(O),tetracycline,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Epsilonproteobacteria,o_Campylobacterales,f_Campylobacteraceae,g_Campylobacter,g_Campylobacter,s_Campylobacter coli,24
vanYG,glycopeptide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Mediterraneibacter,g_Mediterraneibacter,s_Mediterraneibacter glycyrrhizinilyticus,24
ANT(2'')-Ia,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Klebsiella,g_Klebsiella,s_Klebsiella pneumoniae,23
ANT(4')-Ia,aminoglycoside,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,NA,NA,Other,NA,23
EreD,macrolide,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Phocaeicola,g_Phocaeicola,s_Phocaeicola dorei,23
ErmG,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Streptococcaceae,g_Streptococcus,g_Streptococcus,s_Streptococcus macedonicus,23
FosBx1,phosphonic acid,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Bacillales,f_Bacillaceae,g_Bacillus,g_Bacillus,NA,23
Klebsiella pneumoniae KpnF,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Klebsiella,g_Klebsiella,s_Klebsiella pneumoniae,23
LnuP,lincosamide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Clostridiaceae,g_Candidatus Arthromitus,g_Candidatus Arthromitus,s_Candidatus Arthromitus sp. SFB-turkey,23
Mef(En2),multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Phocaeicola,g_Phocaeicola,s_Phocaeicola plebeius,23
apmA,aminoglycoside,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Bacillales,f_Staphylococcaceae,g_Staphylococcus,g_Staphylococcus,s_Staphylococcus aureus,23
linG,lincosamide,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,NA,Other,NA,23
msbA,nitroimidazole,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Klebsiella,g_Klebsiella,s_Klebsiella pneumoniae,23
tet(M),tetracycline,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Peptostreptococcaceae,g_Clostridioides,g_Clostridioides,s_Clostridioides difficile,23
vanWB,glycopeptide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,NA,Other,NA,23
AAC(6')-Im,aminoglycoside,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Clostridiaceae,g_Falcatimonas,g_Falcatimonas,s_Falcatimonas sp. MSJ-15,22
ANT(6)-Ib,aminoglycoside,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Erysipelotrichia,o_Erysipelotrichales,f_Turicibacteraceae,g_Turicibacter,g_Turicibacter,s_Turicibacter sanguinis,22
APH(3')-Ia,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Klebsiella,g_Klebsiella,s_Klebsiella pneumoniae,22
ErmY,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Bacillales,f_Staphylococcaceae,NA,Other,NA,22
Klebsiella pneumoniae KpnE,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Klebsiella,g_Klebsiella,s_Klebsiella pneumoniae,22
OmpA,peptide,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Klebsiella,g_Klebsiella,s_Klebsiella pneumoniae,22
QnrS1,fluoroquinolone,k_Bacteria,p_Proteobacteria,p_Proteobacteria,NA,NA,NA,NA,Other,NA,22
aadA2,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Klebsiella,g_Klebsiella,s_Klebsiella pneumoniae,22
cfrA,multidrug,k_Bacteria,p_Verrucomicrobia,p_Verrucomicrobia,c_Verrucomicrobiae,o_Verrucomicrobiales,f_Akkermansiaceae,g_Akkermansia,g_Akkermansia,s_Akkermansia sp. BIOML-A32,22
dfrA12,diaminopyrimidine,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Citrobacter,g_Citrobacter,s_Citrobacter werkmanii,22
fexA,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Enterococcaceae,g_Enterococcus,g_Enterococcus,s_Enterococcus faecalis,22
lnuB,lincosamide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Mediterraneibacter,g_Mediterraneibacter,s_[Ruminococcus] gnavus,22
lsaE,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Mediterraneibacter,g_Mediterraneibacter,s_[Ruminococcus] gnavus,22
vanC,glycopeptide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Enterococcaceae,g_Enterococcus,g_Enterococcus,s_Enterococcus gallinarum,22
vanG,glycopeptide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Lacrimispora,g_Lacrimispora,s_Lacrimispora saccharolytica,22
vanXYC,glycopeptide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Enterococcaceae,g_Enterococcus,g_Enterococcus,s_Enterococcus casseliflavus,22
vanYB,glycopeptide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Oscillibacter,g_Oscillibacter,s_Oscillibacter valericigenes,22
CARB-3,penam,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,NA,Other,NA,21
Campylobacter coli chloramphenicol acetyltransferase,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Eisenbergiella,g_Eisenbergiella,s_Eisenbergiella massiliensis,21
EC-14,cephalosporin,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,g_Escherichia,s_Escherichia coli,21
EC-15,cephalosporin,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,NA,Other,NA,21
Streptococcus suis chloramphenicol acetyltransferase,phenicol,k_unknown,p_unknown,Other,c_unknown,o_unknown,f_unknown,g_unknown,Other,s_synthetic Mycoplasma genitalium JCVI-1.0,21
dfrA15,diaminopyrimidine,k_Bacteria,NA,Other,NA,NA,NA,NA,Other,NA,21
lnuC,lincosamide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Streptococcaceae,g_Streptococcus,g_Streptococcus,s_Streptococcus alactolyticus,21
sul3,sulfonamide,k_Bacteria,NA,Other,NA,NA,NA,NA,Other,NA,21
tet(M),tetracycline,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Streptococcaceae,g_Streptococcus,g_Streptococcus,s_Streptococcus agalactiae,21
vanYB,glycopeptide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_unknown,Other,s_Ruminococcaceae bacterium D16,21
CrcB,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Klebsiella,g_Klebsiella,s_Klebsiella pneumoniae,20
Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Pasteurellales,f_Pasteurellaceae,g_Mannheimia,g_Mannheimia,s_Mannheimia granulomatis,20
Vibrio anguillarum chloramphenicol acetyltransferase,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Flavonifractor,g_Flavonifractor,s_Flavonifractor sp. AGMB03687,20
catA4,phenicol,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Morganellaceae,g_Proteus,g_Proteus,s_Proteus mirabilis,20
catB3,phenicol,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Pseudomonadales,f_Pseudomonadaceae,g_Pseudomonas,g_Pseudomonas,s_Pseudomonas aeruginosa,20
cfr(D),multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Enterococcaceae,g_Enterococcus,g_Enterococcus,NA,20
dfrA27,diaminopyrimidine,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,g_Escherichia,s_Escherichia coli,20
gadX,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,NA,Other,NA,20
nimB,nitroimidazole,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Tissierellia,o_Tissierellales,f_Peptoniphilaceae,NA,Other,NA,20
poxtA,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Mediterraneibacter,g_Mediterraneibacter,s_[Ruminococcus] lactaris,20
rsmA,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Morganellaceae,g_Proteus,g_Proteus,s_Proteus mirabilis,20
sul2,sulfonamide,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides fragilis,20
tet(36),tetracycline,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_unknown,g_unknown,Other,s_Bacteroidales bacterium 45-6,20
tet(45),tetracycline,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Bacillales,f_Staphylococcaceae,g_Jeotgalicoccus,g_Jeotgalicoccus,s_Jeotgalicoccus aerolatus,20
tet(Q),tetracycline,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,g_Parabacteroides,s_Parabacteroides distasonis,20
vanG,glycopeptide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_unknown,g_Gemmiger,g_Gemmiger,s_Gemmiger gallinarum,20
vanTC,glycopeptide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Enterococcaceae,g_Enterococcus,g_Enterococcus,s_Enterococcus gallinarum,20
vanYB,glycopeptide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Clostridiaceae,g_Clostridium,g_Clostridium,s_Clostridium phoceensis,20
AAC(6')-IIa,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Pseudomonadales,f_Pseudomonadaceae,g_Pseudomonas,g_Pseudomonas,s_Pseudomonas aeruginosa,19
APH(3')-Ia,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,g_Escherichia,s_Escherichia coli,19
Erm(51),multidrug,k_Bacteria,p_Actinobacteria,p_Actinobacteria,c_Actinomycetia,NA,NA,NA,Other,NA,19
Klebsiella pneumoniae KpnG,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Klebsiella,g_Klebsiella,s_Klebsiella pneumoniae,19
Klebsiella pneumoniae KpnH,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,NA,Other,NA,19
dfrA17,diaminopyrimidine,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Klebsiella,g_Klebsiella,s_Klebsiella pneumoniae,19
lnuG,lincosamide,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,g_Escherichia,s_Escherichia coli,19
nimA,nitroimidazole,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Phocaeicola,g_Phocaeicola,s_Phocaeicola barnesiae,19
patB,fluoroquinolone,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Enterococcaceae,g_Enterococcus,g_Enterococcus,s_Enterococcus faecalis,19
poxtA,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Lactobacillaceae,g_Ligilactobacillus,g_Ligilactobacillus,s_Ligilactobacillus salivarius,19
spd,aminoglycoside,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Bacillales,f_Staphylococcaceae,g_Staphylococcus,g_Staphylococcus,s_Staphylococcus arlettae,19
tet(32),tetracycline,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Erysipelotrichia,o_Erysipelotrichales,f_Erysipelotrichaceae,g_Erysipelatoclostridium,g_Erysipelatoclostridium,s_[Clostridium] spiroforme,19
vanC,glycopeptide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Enterococcaceae,g_Enterococcus,g_Enterococcus,s_Enterococcus casseliflavus,19
vanRC,glycopeptide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Enterococcaceae,g_Enterococcus,g_Enterococcus,s_Enterococcus gallinarum,19
vanXYC,glycopeptide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Enterococcaceae,g_Enterococcus,g_Enterococcus,s_Enterococcus gallinarum,19
DfrA37,diaminopyrimidine,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Chromatiales,f_Chromatiaceae,g_Rheinheimera,g_Rheinheimera,s_Rheinheimera sp. D18,18
ErmB,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Erysipelotrichia,o_Erysipelotrichales,f_Erysipelotrichaceae,g_Absiella,g_Absiella,s_Absiella sp. AM29-15,18
ErmF,multidrug,k_Bacteria,p_Verrucomicrobia,p_Verrucomicrobia,c_Verrucomicrobiae,o_Verrucomicrobiales,f_Akkermansiaceae,g_Akkermansia,g_Akkermansia,s_Akkermansia sp. BIOML-A32,18
FosXCC,phosphonic acid,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Epsilonproteobacteria,o_Campylobacterales,f_Campylobacteraceae,g_Campylobacter,g_Campylobacter,s_Campylobacter coli,18
Klebsiella pneumoniae OmpK37,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Klebsiella,g_Klebsiella,s_Klebsiella pneumoniae,18
OXA-347,penam,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Flavobacteriia,o_Flavobacteriales,f_Weeksellaceae,g_Ornithobacterium,g_Ornithobacterium,s_Ornithobacterium rhinotracheale,18
QnrD1,fluoroquinolone,k_Bacteria,NA,Other,NA,NA,NA,NA,Other,NA,18
Rhodobacter sphaeroides ampC beta-lactamase,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Rhodobacterales,f_Rhodobacteraceae,g_Paracoccus,g_Paracoccus,NA,18
Vibrio anguillarum chloramphenicol acetyltransferase,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Anaeromassilibacillus,g_Anaeromassilibacillus,s_Anaeromassilibacillus sp. An172,18
efmA,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Enterococcaceae,g_Enterococcus,g_Enterococcus,NA,18
patB,fluoroquinolone,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,NA,NA,Other,NA,18
tet(44),tetracycline,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Erysipelotrichia,o_Erysipelotrichales,f_Erysipelotrichaceae,g_Massilimicrobiota,g_Massilimicrobiota,s_Massilimicrobiota timonensis,18
